Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jonathan Schoop","DET",131,544,506,121,82,23,2,14,52,56,26,1,112,7,4,1,11,2,1,0.2381,0.0484304,0.205123,0.236104,0.283243,0.371593,0.286689,0.654836,0.133493,3.04231,0.277345,,-0.371122,52.2542,-9.96224,86.5936,-0.371122,0.81,-8.57966035604477,2.437145411968231,1.17123,424.5799865722656,,,,"11265"
"Austin Slater","SFG",60,256,223,57,40,10,2,5,33,23,27,1,67,4,1,1,5,9,3,0.256707,0.106544,0.26269,0.40559,0.347064,0.391121,0.327656,0.738185,0.134414,5.84325,0.341787,,0.458798,32.9213,3.64191,113.042,0.458798,-1.11,4.338892370462418,-1.8857758045196533,1.16051,634.4199829101562,,,,"16153"
"Kyle Farmer","MIN",96,409,373,93,66,19,1,7,42,39,23,1,73,9,3,1,8,3,1,0.249833,0.0553928,0.178148,0.310936,0.306235,0.365522,0.296376,0.671758,0.115689,3.66998,0.290443,,-0.264421,42.3975,-4.33951,93.5869,-0.264421,-0.21,-3.214092433452606,1.2714814394712448,1.16034,426.5400085449219,,,,"14813"
"Joey Votto","CIN",123,520,450,107,63,22,1,21,61,68,60,2,126,5,4,0,9,0,0,0.23681,0.116129,0.243049,0.477799,0.331618,0.428548,0.332053,0.760165,0.191737,2.01014,0.280114,,-0.529519,68.6922,9.21426,107.323,-0.529519,-0.26,3.8960835933685303,-10.374788999557495,1.15399,403.8800048828125,,,,"4314"
"Nick Gordon","MIN",86,367,337,85,55,19,2,9,44,38,22,1,88,4,2,1,6,9,2,0.251903,0.0609892,0.23926,0.254908,0.304974,0.402505,0.307961,0.70748,0.150603,5.55724,0.311961,,0.401173,41.4637,-0.520409,101.762,0.401173,-0.09,1.1292586624622345,-1.8890398442745209,1.14579,279.5400085449219,,,,"16337"
"Yan Gomes","CHC",75,288,265,65,45,13,1,7,28,31,14,0,55,4,2,1,5,1,0,0.246271,0.049564,0.192589,0.257356,0.291472,0.37486,0.291439,0.666332,0.128589,3.10264,0.286052,,-0.227918,28.7551,-4.18827,86.9455,-0.227918,0,-4.597596079111099,5.787036895751953,1.14082,468.8800048828125,,,,"9627"
"Nick Fortes","MIA",60,232,210,51,34,10,1,7,25,26,16,0,43,4,2,0,4,3,1,0.241467,0.0701136,0.186519,0.375905,0.304785,0.391711,0.305451,0.696496,0.150243,3.98189,0.271773,,-0.0443599,25.7589,-0.791983,98.4913,-0.0443599,0,-0.4513702988624573,3.5004515647888184,1.13894,326.0799865722656,,,,"21538"
"Oswald Peraza","NYY",66,285,262,64,45,11,1,7,33,26,17,0,67,4,2,1,5,10,2,0.244795,0.0597671,0.234969,0.254362,0.298779,0.372343,0.295328,0.671122,0.127548,5.84292,0.302849,,0.81863,29.3601,-3.26681,92.2292,0.81863,0.8,-1.6764896512031555,3.2593496441841125,1.11861,320.6199951171875,,,,"22823"
"Kevin Newman","CIN",120,506,471,121,91,23,2,6,50,45,25,0,66,4,3,3,11,6,2,0.257598,0.049721,0.130189,0.381913,0.298365,0.350626,0.286081,0.648991,0.0930274,4.15817,0.287205,,-0.111716,48.3948,-9.51789,75.9011,-0.111716,2.53,-14.292247258126736,7.8906238079071045,1.11381,472.9200134277344,,,,"17696"
"Jorge Mateo","BAL",76,323,301,69,44,14,3,7,40,28,16,0,91,3,2,1,3,18,4,0.227835,0.050801,0.280412,0.181165,0.273105,0.367768,0.279692,0.640873,0.139933,7.70728,0.299059,,1.81727,29.2631,-7.71874,80.655,1.81727,2.58,-5.2232664823532104,5.449713468551636,1.10332,228.1199951171875,,,,"17273"
"J.D. Davis","SFG",87,374,328,80,52,15,1,13,44,42,38,1,110,5,2,0,7,1,0,0.244702,0.10185,0.295054,0.345192,0.330864,0.411149,0.326303,0.742014,0.166447,2.72666,0.326543,,-0.339595,47.6458,4.91367,112.118,-0.339595,0.11,4.921703070402145,-6.971517696976662,1.10258,408.30999755859375,,,,"16219"
"Nolan Gorman","STL",84,361,328,75,45,15,1,14,41,46,27,1,114,3,2,0,5,2,1,0.228771,0.0746447,0.314811,0.23711,0.292034,0.41088,0.305942,0.702913,0.182109,3.31511,0.300762,,-0.207775,40.201,-1.09093,99.9627,-0.207775,-0.37,-0.22340502962470055,-1.466866135597229,1.09592,379.7300109863281,,,,"22263"
"Akil Baddoo","DET",110,457,406,90,57,18,4,10,53,37,45,1,121,2,3,0,5,18,4,0.220947,0.0995245,0.264387,0.376435,0.301538,0.359818,0.29269,0.661356,0.138871,6.70263,0.287436,,1.6518,46.0444,-6.18663,90.8283,1.6518,3.78,-3.0625898838043213,-1.0862553119659424,1.08907,459.8500061035156,,,,"22168"
"Bryan De La Cruz","MIA",117,494,455,117,77,24,2,14,54,57,32,1,120,3,3,1,9,5,2,0.258257,0.0650386,0.243724,0.266854,0.309207,0.41089,0.313204,0.720097,0.152633,4.01113,0.32,,-0.1935,57.8187,1.35611,103.791,-0.1935,-4.49,1.9812830537557602,-8.201419591903687,1.08814,232.64999389648438,,,,"19600"
"Brandon Belt","TOR",97,420,360,80,45,15,1,19,50,55,52,3,112,5,3,0,5,2,1,0.221833,0.124413,0.266526,0.466795,0.326036,0.424699,0.327563,0.750735,0.202866,3.21063,0.26384,,-0.314508,53.9899,5.9449,112.622,-0.314508,0.03,5.750515937805176,-9.239349098876119,1.07576,405.3800048828125,,,,"10264"
"David Peralta",,117,504,453,113,74,23,2,14,57,57,43,4,107,4,3,1,11,3,1,0.25042,0.0857884,0.213009,0.402744,0.318705,0.406611,0.314999,0.725316,0.15619,3.58911,0.296401,,-0.288946,59.7573,2.10329,103.898,-0.288946,-1.75,1.9585007429122925,-8.260942935943604,1.06875,641.5399780273438,,,,"2136"
"Luis Campusano","SDP",62,247,227,54,38,10,0,6,25,26,16,0,51,2,2,0,5,0,0,0.237485,0.0632139,0.206965,0.305432,0.291896,0.358798,0.286835,0.650694,0.121312,2.01656,0.280804,,-0.228796,23.7496,-4.49377,87.2054,-0.228796,1.71,-3.9004719108343124,5.673844814300537,1.05719,999,,,,"22217"
"James Outman","LAD",92,397,357,77,46,17,2,12,46,43,32,1,126,5,2,0,5,6,1,0.214549,0.0806096,0.318247,0.253293,0.287433,0.374293,0.291151,0.661725,0.159744,5.18657,0.291951,,0.32717,39.5901,-5.87055,88.0765,0.32717,2.32,-5.180412203073502,1.8811671137809753,1.05554,468.1499938964844,,,,"24770"
"Donovan Solano",,78,336,307,82,58,16,1,7,36,36,20,0,64,5,3,1,7,1,0,0.266059,0.0605069,0.191204,0.316453,0.31947,0.390177,0.311564,0.709647,0.124118,2.46261,0.313664,,-0.327401,38.9213,0.485247,101.512,-0.327401,-0.21,0.2539498805999756,-1.2417460232973099,1.04994,742.0399780273438,,,,"8623"
"Joey Gallo","MIN",112,478,400,75,37,14,1,23,59,61,70,2,176,5,2,0,4,3,1,0.186495,0.147464,0.367564,0.401193,0.313862,0.397571,0.314442,0.711434,0.211076,3.64694,0.254854,,-0.249409,56.4413,1.78275,106.336,-0.249409,-2.14,3.1587386429309845,-8.357063055038452,1.04974,395.8800048828125,,,,"14128"
"Josh Harrison","CHW",94,406,371,94,66,19,2,8,43,41,21,0,71,10,3,1,8,4,2,0.252485,0.0524539,0.174246,0.301035,0.307632,0.375167,0.301007,0.682799,0.122682,4.05933,0.290358,,-0.198589,43.6248,-2.81876,94.1814,-0.198589,-0.93,-2.9012194871902466,-0.3860185742378235,1.04885,717.9199829101562,,,,"8202"
"Harold Ramírez","TBR",107,455,422,115,81,21,2,10,50,51,22,0,77,7,3,1,12,5,2,0.272242,0.0476325,0.168925,0.281975,0.316606,0.405048,0.315404,0.721654,0.132805,3.96105,0.309146,,-0.156663,54.0994,2.04533,110.669,-0.156663,-0.33,5.308979123830795,-9.8871451318264,1.03883,384.2699890136719,,,,"14387"
"David Villar","SFG",81,346,309,70,44,16,1,10,37,38,28,0,104,6,2,0,5,1,0,0.227847,0.0815737,0.3003,0.27164,0.30264,0.384335,0.303079,0.686975,0.156487,3.05878,0.30537,,-0.284015,37.7348,-1.83198,96.2437,-0.284015,-0.69,-1.7941199839115143,-0.0012245774269104004,1.03169,507.5799865722656,,,,"24782"
"Eduardo Escobar","NYM",73,317,288,66,41,14,2,10,34,39,25,2,73,2,3,0,4,1,0,0.231043,0.0772842,0.231575,0.333733,0.292563,0.397212,0.299417,0.689775,0.166169,3.11094,0.271788,,-0.222346,33.6715,-2.60194,97.9634,-0.222346,-0.34,-0.9729448705911636,0.11398002505302429,1.02844,348.2699890136719,,,,"6153"
"Spencer Steer","CIN",112,472,425,101,64,22,2,13,50,53,36,1,106,7,3,1,8,3,1,0.236864,0.0763,0.224252,0.340242,0.304361,0.388451,0.303862,0.692812,0.151587,3.54223,0.283109,,-0.271811,51.793,-2.20671,88.0542,-0.271811,0.65,-6.826116919517517,0.7516701892018318,1.02749,400.1199951171875,,,,"26323"
"Jake Fraley","CIN",115,486,426,104,65,22,3,15,61,53,51,2,116,6,3,0,7,13,4,0.244461,0.104068,0.238059,0.437154,0.331061,0.411841,0.325997,0.742902,0.16738,5.49164,0.299391,,0.54637,61.8359,6.27103,103.184,0.54637,-0.49,2.343782365322113,-8.913535356521606,1.02375,295.5799865722656,,,,"19260"
"Austin Barnes","LAD",52,204,178,40,27,7,1,6,24,20,20,1,45,3,1,1,4,2,1,0.226571,0.0976484,0.221629,0.440595,0.313627,0.365249,0.301937,0.678876,0.138678,4.04381,0.27108,,-0.13359,22.0904,-1.26663,95.4486,-0.13359,0,-1.2137342989444733,4.012345790863037,1.01415,671.0399780273438,,,,"12158"
"Santiago Espinal","TOR",122,520,477,117,86,23,2,7,54,46,35,1,80,3,3,2,9,8,3,0.245695,0.0667409,0.154427,0.432184,0.299796,0.342454,0.284469,0.64225,0.096759,4.35799,0.281138,,-0.0942502,49.0796,-10.4498,84.4288,-0.0942502,0.18,-9.216475039720535,2.2690410017967224,1.00828,508.2300109863281,,,,"19997"
"Christian Arroyo","BOS",89,383,353,91,63,18,2,9,44,41,20,2,78,6,2,2,8,4,1,0.259111,0.0529364,0.202733,0.261114,0.307826,0.39876,0.307735,0.706586,0.139649,4.35541,0.306118,,-0.118432,43.1688,-0.611496,94.5568,-0.118432,-1.16,-2.4636353477835655,-0.2337152361869812,0.994787,471.6499938964844,,,,"16434"
"Austin Hedges","PIT",78,301,270,51,35,8,0,6,24,24,20,0,77,4,2,6,5,2,1,0.187847,0.0647953,0.255382,0.25372,0.249947,0.293614,0.243149,0.543562,0.105767,2.9101,0.234532,,-0.180699,18.5332,-15.9475,53.0787,-0.180699,9.94,-16.619410648941994,15.958518028259277,0.993952,684.22998046875,,,,"12976"
"Josh H. Smith","TEX",91,384,337,80,55,16,2,7,43,33,36,0,80,7,2,1,6,9,2,0.237071,0.0934059,0.208984,0.446953,0.321137,0.360362,0.303884,0.681498,0.123291,5.35928,0.288811,,0.418776,42.1326,-1.78792,97.4329,0.418776,1.69,-0.6907869279384613,-2.106867790222168,0.988349,578.1500244140625,,,,"26396"
"Spencer Torkelson","DET",131,544,482,113,70,25,2,16,59,58,51,2,130,7,4,1,9,2,1,0.234607,0.0940109,0.238371,0.394389,0.314442,0.395179,0.311672,0.70962,0.160572,3.39768,0.285617,,-0.379033,63.0485,0.83211,104.223,-0.379033,0.06,2.2067750990390778,-10.098564568907022,0.987563,302.5400085449219,,,,"27465"
"Royce Lewis","MIN",76,325,299,73,46,17,1,8,38,34,21,1,71,3,2,0,5,8,1,0.243105,0.0650933,0.219566,0.296463,0.297824,0.393268,0.301304,0.691092,0.150162,5.58101,0.290412,,0.873664,35.0485,-2.18271,97.0645,0.873664,0.38,-0.20189177989959717,-0.792839527130127,0.98238,459.30999755859375,,,,"20437"
"Brice Turang","MIL",102,436,395,94,67,19,2,7,46,37,36,1,93,2,3,1,8,11,2,0.239197,0.0830483,0.213904,0.38825,0.303647,0.347793,0.288416,0.65144,0.108597,5.32043,0.294715,,1.06072,42.4581,-7.38295,84.0547,1.06072,0,-7.014228463172913,1.7216434478759766,0.981334,999,,,,"sa3008294"
"Oswaldo Cabrera","NYY",89,383,350,80,51,17,1,11,42,40,27,0,98,2,3,1,5,7,2,0.229777,0.0695259,0.256725,0.270819,0.286492,0.383722,0.293007,0.670214,0.153945,4.87245,0.284392,,0.293572,38.68,-5.0878,90.5912,0.293572,4.27,-3.7590308487415314,0.7715723514556885,0.963962,316.4200134277344,,,,"21707"
"Lourdes Gurriel Jr.","ARI",130,551,507,138,97,28,2,11,61,61,33,1,101,5,4,1,12,4,2,0.272322,0.0592332,0.183215,0.323299,0.320519,0.402351,0.315498,0.72287,0.130029,3.936,0.318107,,-0.370468,65.5069,2.51626,101.252,-0.370468,-3,0.43090739846229553,-9.820987701416016,0.956631,226.14999389648438,,,,"19238"
"Patrick Wisdom","CHC",86,363,322,67,35,14,1,17,42,47,34,1,127,4,2,1,4,4,1,0.20821,0.0927814,0.349628,0.265372,0.290621,0.41498,0.307826,0.705601,0.206771,3.79641,0.277984,,-0.0303363,41.0171,-0.554295,98.1458,-0.0303363,-1.13,-0.813551489263773,-2.2979012727737427,0.955319,429,,,,"13602"
"Adam Duvall","BOS",79,343,311,67,36,14,1,17,39,47,24,0,105,5,2,0,4,2,1,0.215244,0.0709164,0.30548,0.232148,0.279801,0.427684,0.306286,0.707485,0.212441,3.3618,0.261351,,-0.153928,38.2941,-0.942721,97.8476,-0.153928,-1.13,-0.9985435158014297,-1.13000003473163,0.954202,450.9599914550781,,,,"10950"
"Luke Voit",,122,525,463,105,62,20,0,23,61,69,50,1,160,9,3,0,8,1,0,0.227556,0.095811,0.305011,0.314123,0.312779,0.420182,0.321158,0.732961,0.192626,1.90449,0.290931,,-0.486764,64.8159,4.75958,108.174,-0.486764,-0.31,4.422978341579437,-12.531698763370514,0.951203,389.1499938964844,,,,"14811"
"Michael Massey","KCR",79,332,304,73,46,17,2,8,34,36,20,1,77,5,2,1,5,4,1,0.241151,0.0588491,0.231692,0.253998,0.294897,0.391466,0.299153,0.686363,0.150316,4.42117,0.293574,,0.0761419,35.183,-2.79386,90.8554,0.0761419,0.6,-3.3415213897824287,1.8191357851028442,0.948745,426.2300109863281,,,,"27684"
"Jarred Kelenic","SEA",109,459,415,90,54,19,1,16,51,49,37,2,123,4,3,0,6,10,3,0.217318,0.0801411,0.267743,0.299322,0.285156,0.385923,0.292971,0.671079,0.168605,4.81865,0.265834,,0.504651,46.3682,-6.11393,94.5808,0.504651,1.97,-2.2943133115768433,-3.407201051712036,0.933379,320.80999755859375,,,,"22558"
"Rodolfo Castro","PIT",99,419,383,88,55,18,2,13,45,47,29,1,113,4,3,0,7,5,2,0.228787,0.0694358,0.269028,0.258098,0.287749,0.385746,0.294364,0.673496,0.156959,4.47339,0.287169,,0.0560642,42.8354,-5.12313,88.0844,0.0560642,-1.3,-5.750291746109724,0.4741935729980469,0.925012,363.2300109863281,,,,"21987"
"Randal Grichuk","COL",118,506,470,120,72,25,3,20,62,66,28,0,110,5,3,1,9,2,1,0.256504,0.0546317,0.21766,0.250995,0.302857,0.450247,0.325016,0.753104,0.193743,3.92047,0.293028,,-0.302774,64.0531,6.14139,94.6302,-0.302774,-2.7,-3.462452083826065,-4.770438194274902,0.921502,253.22999572753906,,,,"10243"
"Alex Kirilloff","MIN",87,374,342,90,59,18,2,11,43,43,25,1,82,4,3,0,8,2,1,0.261481,0.0663245,0.218564,0.303456,0.316549,0.416431,0.318938,0.73298,0.15495,3.71426,0.312355,,-0.21762,45.507,2.73081,109.509,-0.21762,-0.19,3.7852414548397064,-6.902963101863861,0.921341,337.0799865722656,,,,"20325"
"Christian Bethancourt","TBR",78,304,285,66,44,12,1,9,31,35,15,0,77,2,2,0,6,3,1,0.23249,0.0485413,0.252181,0.192486,0.272263,0.380645,0.284454,0.652908,0.148155,3.60872,0.282765,,-0.0398523,28.7002,-6.11515,88.8288,-0.0398523,-2.55,-3.867391724139452,2.9563043117523193,0.920642,328.8500061035156,,,,"10028"
"Ji-Man Choi","PIT",112,474,404,94,59,21,1,13,52,51,62,2,119,5,3,0,9,0,0,0.232583,0.13027,0.250796,0.519426,0.338295,0.385118,0.320695,0.723412,0.152535,1.91424,0.293775,,-0.518796,58.373,4.12483,106.081,-0.518796,-0.53,2.833199679851532,-10.024334192276001,0.917905,514,,,,"5452"
"Martín Maldonado","HOU",109,432,384,73,48,13,0,12,41,44,34,0,131,6,2,2,8,0,0,0.191261,0.0777455,0.30295,0.256629,0.266036,0.321561,0.262949,0.587597,0.1303,1.79334,0.251386,,-0.400575,33.3728,-16.068,69.1763,-0.400575,1.92,-15.398047983646393,10.330493807792664,0.911162,592.3800048828125,,,,"6887"
"Daniel Vogelbach","NYM",83,359,301,67,43,12,0,13,42,42,53,2,87,3,2,0,7,0,0,0.221865,0.146937,0.240776,0.610267,0.340552,0.385625,0.323254,0.726177,0.16376,1.25455,0.265615,,-0.399628,44.9664,3.85646,114.256,-0.399628,0,5.555017173290253,-8.966049194335938,0.909634,602.4199829101562,,,,"14130"
"Luke Maile","CIN",49,188,168,36,24,7,0,4,18,18,15,0,52,2,1,1,3,0,0,0.214833,0.0821562,0.27748,0.29608,0.287527,0.339045,0.279043,0.626572,0.124212,2.41225,0.281689,,-0.168818,16.8886,-4.5771,71.0904,-0.168818,4.96,-6.474151074886322,8.740864276885986,0.899973,749.9299926757812,,,,"13355"
"Adam Frazier","BAL",113,481,436,110,83,22,3,2,48,37,35,1,60,5,3,2,9,8,3,0.251348,0.072382,0.124971,0.57919,0.312421,0.326503,0.284739,0.638924,0.0751549,4.58444,0.285651,,-0.0894943,45.514,-9.56542,84.2166,-0.0894943,0.2,-8.644827410578728,1.8427357226610184,0.893639,463.5400085449219,,,,"15223"
"Drew Waters","KCR",81,339,310,74,47,17,2,7,37,32,24,0,107,3,1,0,5,7,2,0.237464,0.0709046,0.317309,0.223456,0.296741,0.375511,0.29544,0.672252,0.138048,5.64767,0.338332,,0.422197,34.9017,-3.85018,88.2351,0.422197,0.95,-4.064507901668549,1.6078946590423584,0.873279,430.5799865722656,,,,"20505"
"Orlando Arcia","ATL",76,328,300,72,51,12,1,9,36,35,24,1,66,2,2,1,8,3,1,0.241263,0.0722271,0.202248,0.357121,0.298404,0.375538,0.295716,0.673942,0.134275,3.44285,0.278863,,-0.238456,33.9089,-3.66058,87.077,-0.238456,-0.37,-5.171537861227989,2.41875159740448,0.869565,655.9199829101562,,,,"13185"
"Gabriel Moreno","ARI",78,307,284,77,56,15,1,5,33,32,17,1,54,3,2,0,7,2,1,0.270611,0.0557121,0.17616,0.31626,0.317608,0.382789,0.307068,0.700397,0.112178,3.93892,0.317639,,-0.180245,34.4421,-0.652662,95.4903,-0.180245,-3.93,-1.7883423417806625,-0.31888914108276367,0.861029,235.4199981689453,,,,"22664"
"LaMonte Wade Jr.","SFG",92,394,341,77,48,15,1,12,45,42,43,2,81,5,3,1,6,3,1,0.226204,0.109859,0.204183,0.53804,0.32057,0.387351,0.312525,0.707921,0.161147,3.71121,0.257975,,-0.185068,45.9766,0.870523,102.7,-0.185068,1.13,1.0523922592401505,-6.106160759925842,0.86039,491,,,,"18126"
"Francisco Mejía","TBR",76,296,275,61,40,14,1,6,26,31,15,0,63,5,2,0,5,0,0,0.223333,0.049219,0.214074,0.229915,0.272261,0.348171,0.272569,0.620433,0.124838,2.64005,0.266669,,-0.223157,25.1579,-8.7561,80.4415,-0.223157,-0.37,-6.7508732080459595,5.494197249412537,0.858044,448.2699890136719,,,,"16403"
"Marcell Ozuna","ATL",105,454,411,101,63,17,1,20,55,60,37,1,106,3,3,1,8,2,1,0.244851,0.0816,0.233899,0.348868,0.309585,0.43642,0.32378,0.746005,0.191569,2.60253,0.27954,,-0.353219,57.022,5.06417,106.259,-0.353219,-1.29,2.9511107802391052,-10.105913162231445,0.851087,330.0400085449219,,,,"10324"
"James McCann","BAL",62,243,221,51,36,8,1,6,24,25,17,0,66,3,1,0,5,2,1,0.230412,0.0681615,0.270268,0.2522,0.289992,0.355681,0.285297,0.645673,0.125269,3.26971,0.296899,,-0.162515,23.0504,-4.71414,84.6105,-0.162515,2.26,-4.367483153939247,4.710316181182861,0.846476,614.22998046875,,,,"12859"
"Jesús Sánchez","MIA",76,322,292,70,43,13,1,11,35,39,25,1,83,3,2,0,6,1,0,0.238146,0.0778756,0.257227,0.30275,0.302727,0.411092,0.310521,0.71382,0.172947,3.39363,0.291372,,-0.197363,37.056,0.19853,101.957,-0.197363,-0.32,0.5355805456638336,-3.436402142047882,0.832065,412.7699890136719,,,,"19913"
"Luis García","WSN",118,495,463,119,84,24,2,10,51,50,26,2,99,2,3,1,11,6,2,0.257076,0.0515657,0.199925,0.257925,0.296978,0.380872,0.294668,0.67785,0.123796,4.24971,0.305415,,-0.132388,50.6901,-5.92858,87.3107,-0.132388,-2.95,-7.4323166608810425,-1.378462791442871,0.820952,309.5,,,,"20391"
"Jorge Alfaro",,52,205,190,46,30,8,1,6,23,23,10,0,68,4,1,0,4,2,1,0.239913,0.0477315,0.329459,0.144878,0.290981,0.391032,0.298898,0.682013,0.151119,4.6009,0.334992,,-0.00308753,21.6839,-1.76667,92.7171,-0.00308753,1.09,-1.71112729026936,2.7779523134231567,0.815881,519.1199951171875,,,,"12180"
"Aaron Hicks","NYY",87,376,324,69,45,13,1,10,42,34,46,1,90,3,2,1,6,6,2,0.211779,0.123127,0.240808,0.511305,0.314182,0.349232,0.297124,0.663414,0.137453,4.65337,0.261437,,0.129509,39.2052,-3.7668,93.4962,0.129509,1.9,-2.6209142804145813,-1.572222113609314,0.81414,639,,,,"5297"
"Tony Kemp","OAK",131,541,475,109,83,20,3,4,50,38,49,0,70,8,4,4,10,9,3,0.229965,0.0912306,0.129943,0.702082,0.309758,0.308398,0.279712,0.618157,0.0784336,4.55712,0.259946,,0.101864,48.9651,-12.905,85.6397,0.101864,-0.78,-8.64177206158638,-0.8318360894918442,0.811367,445,,,,"14894"
"Nick Ahmed","ARI",97,413,379,88,60,19,2,8,42,40,26,0,93,2,3,1,8,5,2,0.23206,0.0626511,0.224439,0.279145,0.283252,0.351679,0.279399,0.634931,0.119619,4.51312,0.285611,,-0.0532767,37.2864,-9.95658,76.5785,-0.0532767,0.61,-11.296023074537516,5.1007407903671265,0.806435,659.27001953125,,,,"12147"
"Jake Rogers","DET",65,246,219,44,26,9,1,7,24,24,21,0,79,3,1,1,3,1,0,0.19955,0.0849652,0.322503,0.263456,0.277467,0.353593,0.2797,0.63106,0.154043,3.71411,0.271396,,-0.130071,22.2292,-5.86145,81.6613,-0.130071,0,-5.199724107980728,5.015431880950928,0.80065,740.5,,,,"19452"
"Sam Haggerty","SEA",65,274,245,54,36,11,1,5,31,20,23,2,74,3,1,2,4,13,3,0.219667,0.0823423,0.268851,0.306275,0.292575,0.33717,0.278825,0.629744,0.117503,6.46228,0.291528,,1.17185,24.6043,-6.72831,84.598,1.17185,4.46,-3.5773751735687256,2.48618483543396,0.800066,710.4199829101562,,,,"18054"
"Nick Allen","OAK",117,481,431,97,73,19,2,3,42,28,30,1,95,4,3,13,9,8,3,0.225569,0.0622014,0.19769,0.314641,0.280169,0.300773,0.259505,0.580941,0.0752032,4.7339,0.280654,,0.212567,35.8068,-19.1888,71.3799,0.212567,2.19,-15.277241438627243,7.606666564941406,0.800005,586.4199829101562,,,,"22277"
"C.J. Cron","COL",139,596,532,133,80,26,1,26,73,81,48,4,141,11,5,1,11,0,0,0.250827,0.0808432,0.23624,0.342208,0.323627,0.449259,0.334105,0.772886,0.198431,2.0527,0.290916,,-0.561957,79.7662,11.5415,100.843,-0.561957,-0.51,0.022107064723968506,-12.497109174728394,0.794137,134.0800018310547,,,,"12546"
"Rougned Odor",,84,364,327,69,39,14,1,14,39,43,28,1,91,6,2,1,5,3,1,0.21072,0.0763635,0.249463,0.306112,0.282203,0.390638,0.293479,0.672841,0.179918,4.13655,0.244222,,-0.0902285,36.9351,-4.7039,88.9542,-0.0902285,-1.23,-4.690020062029362,0.06629621982574463,0.764321,747.3800048828125,,,,"12282"
"Paul DeJong","STL",42,180,162,35,20,7,0,7,20,22,14,0,51,3,1,0,2,2,1,0.213479,0.07631,0.282072,0.270534,0.285345,0.387597,0.295664,0.672942,0.174118,3.90351,0.263142,,-0.0791376,18.6269,-2.01903,92.9383,-0.0791376,1.32,-1.5605206117033958,2.7658690214157104,0.763253,713.72998046875,,,,"18015"
"Mauricio Dubón","HOU",75,324,300,72,51,13,1,7,35,32,18,1,55,2,2,2,5,6,2,0.240621,0.0553531,0.169189,0.327167,0.286203,0.364064,0.284755,0.650266,0.123443,4.65003,0.27012,,0.123457,30.6688,-6.44066,84.5643,0.123457,1.71,-5.513680420815945,2.4648309350013733,0.76315,719.1199951171875,,,,"16530"
"Connor Wong","BOS",63,249,230,53,34,12,1,6,27,25,14,0,74,2,1,1,4,3,1,0.229811,0.0558898,0.298439,0.187274,0.279391,0.374061,0.286158,0.653452,0.14425,4.89893,0.308209,,0.0361466,23.7718,-4.65695,79.3306,0.0361466,0,-5.7465877793729305,4.861111164093018,0.736898,619.1500244140625,,,,"19896"
"Jose Trevino","NYY",91,356,333,75,52,13,0,9,32,36,16,0,69,2,3,1,7,2,1,0.224374,0.0454126,0.19393,0.23417,0.263222,0.346639,0.267207,0.609861,0.122264,2.70697,0.255316,,-0.263085,28.6751,-12.0233,72.3842,-0.263085,0,-11.323762357234955,7.021605014801025,0.736323,364.6499938964844,,,,"16725"
"Taylor Walls","TBR",58,248,219,47,30,11,1,5,27,22,25,1,64,1,2,1,3,7,2,0.215019,0.101668,0.256834,0.395852,0.297862,0.345273,0.286086,0.643135,0.130254,5.50192,0.276577,,0.379229,23.7278,-4.66531,89.9804,0.379229,0,-2.420459508895874,1.491769552230835,0.73132,570.1199951171875,,,,"22458"
"Leody Taveras","TEX",126,535,489,113,76,22,4,11,60,46,38,2,138,2,3,2,8,18,4,0.230265,0.0716143,0.258108,0.277459,0.287378,0.357273,0.282871,0.64465,0.127008,6.05358,0.2961,,1.61597,49.757,-11.4179,82.6038,1.61597,-3.16,-8.857119798660278,-1.2155557870864868,0.728178,357.2699890136719,,,,"18900"
"Kyle Isbel","KCR",87,366,335,77,50,17,3,8,40,33,25,1,91,4,2,1,6,11,3,0.2298,0.0671186,0.248436,0.270164,0.289026,0.362571,0.286557,0.651597,0.13277,6.16877,0.291383,,0.747822,35.112,-6.74002,81.9666,0.747822,4.86,-6.679645836353302,1.9668076038360596,0.72688,616.8099975585938,,,,"21614"
